geoid,city_name,latitude,longitude,country_code,country_code_3,country_name,country_capital,population,timezone
2232239,Edea,3.8,10.13333,CM,CMR,Cameroon,Yaounde,203149,Africa/Douala
2232283,Ebolowa,2.9,11.15,CM,CMR,Cameroon,Yaounde,87875,Africa/Douala
2232444,Dschang,5.44397,10.05332,CM,CMR,Cameroon,Yaounde,96112,Africa/Douala
2232593,Douala,4.04827,9.70428,CM,CMR,Cameroon,Yaounde,1338082,Africa/Douala
2232997,Dizangue,3.76667,9.98333,CM,CMR,Cameroon,Yaounde,19243,Africa/Douala
2233410,Buea,4.1527,9.241,CM,CMR,Cameroon,Yaounde,47300,Africa/Douala
2233805,Bogo,10.7336,14.60928,CM,CMR,Cameroon,Yaounde,16952,Africa/Douala
2234359,Bertoua,4.57728,13.68459,CM,CMR,Cameroon,Yaounde,218111,Africa/Douala
2234536,Belabo,4.93333,13.3,CM,CMR,Cameroon,Yaounde,22553,Africa/Douala
2234663,Batouri,4.43333,14.36667,CM,CMR,Cameroon,Yaounde,43821,Africa/Douala
2234794,Banyo,6.75,11.81667,CM,CMR,Cameroon,Yaounde,40798,Africa/Douala
2234865,Bangangte,5.14079,10.52535,CM,CMR,Cameroon,Yaounde,65385,Africa/Douala
2234941,Bamusso,4.4591,8.9027,CM,CMR,Cameroon,Yaounde,24741,Africa/Douala
2234974,Bamenda,5.9597,10.14597,CM,CMR,Cameroon,Yaounde,393835,Africa/Douala
2235029,Bali,5.88737,10.01176,CM,CMR,Cameroon,Yaounde,72606,Africa/Douala
2235189,Bafoussam,5.47775,10.41759,CM,CMR,Cameroon,Yaounde,290768,Africa/Douala
2235194,Bafia,4.75,11.23333,CM,CMR,Cameroon,Yaounde,69270,Africa/Douala
2235196,Bafang,5.15705,10.1771,CM,CMR,Cameroon,Yaounde,80688,Africa/Douala
2235776,Akonolinga,3.76667,12.25,CM,CMR,Cameroon,Yaounde,17181,Africa/Douala
2594800,Idenao,4.2475,9.00472,CM,CMR,Cameroon,Yaounde,17800,Africa/Douala
1279715,Rikaze,29.25,88.88333,CN,CHN,China,Beijing,80000,Asia/Urumqi
1279945,Jiuquan,39.74318,98.51736,CN,CHN,China,Beijing,72732,Asia/Shanghai
1280037,Shache,38.41667,77.24056,CN,CHN,China,Beijing,82509,Asia/Shanghai
1280281,Qamdo,31.1304,97.17982,CN,CHN,China,Beijing,86280,Asia/Urumqi
1280517,Nagqu,31.47678,92.05729,CN,CHN,China,Beijing,30000,Asia/Urumqi
1280737,Lhasa,29.65,91.1,CN,CHN,China,Beijing,118721,Asia/Urumqi
1280757,Laojunmiao,39.83333,97.73333,CN,CHN,China,Beijing,84769,Asia/Shanghai
1280849,Kashgar,39.47066,75.98951,CN,CHN,China,Beijing,274717,Asia/Shanghai
1280957,Jiayuguan,39.81121,98.28618,CN,CHN,China,Beijing,122396,Asia/Shanghai
1281019,Hotan,37.1075,79.93548,CN,CHN,China,Beijing,114000,Asia/Shanghai
1281368,Deqen,29.96178,90.71875,CN,CHN,China,Beijing,62400,Asia/Urumqi
1529102,UEruemqi,43.80096,87.60046,CN,CHN,China,Beijing,3029372,Asia/Urumqi
1529114,Turpan,42.94769,89.17886,CN,CHN,China,Beijing,254900,Asia/Urumqi
1529195,Shihezi,44.3023,86.03694,CN,CHN,China,Beijing,572772,Asia/Urumqi
1529363,Kuqa,41.72778,82.93639,CN,CHN,China,Beijing,68105,Asia/Urumqi
1529376,Korla,41.76055,86.15231,CN,CHN,China,Beijing,179465,Asia/Urumqi
1529452,Hoxtolgay,46.51872,86.00214,CN,CHN,China,Beijing,22000,Asia/Urumqi
1529484,Hami,42.83393,93.50601,CN,CHN,China,Beijing,137072,Asia/Urumqi
1529569,Changji,44.00782,87.30461,CN,CHN,China,Beijing,198776,Asia/Urumqi
1529626,Baijiantan,45.68928,85.12441,CN,CHN,China,Beijing,93697,Asia/Urumqi
1529641,Aral,40.54184,81.26566,CN,CHN,China,Beijing,260000,Asia/Shanghai
1529651,Altay,47.84864,88.13361,CN,CHN,China,Beijing,139341,Asia/Urumqi
1529660,Aksu,41.18418,80.27921,CN,CHN,China,Beijing,340020,Asia/Shanghai
1783621,Zunyi,27.68667,106.90722,CN,CHN,China,Beijing,466292,Asia/Shanghai
1783633,Zoucheng,35.40056,116.96556,CN,CHN,China,Beijing,190537,Asia/Shanghai
1783683,Yanjiang,30.12108,104.64811,CN,CHN,China,Beijing,87400,Asia/Shanghai
1783745,Zigong,29.34162,104.77689,CN,CHN,China,Beijing,689961,Asia/Shanghai
1783763,Zhuzhou,27.83333,113.15,CN,CHN,China,Beijing,709358,Asia/Shanghai
1783873,Zhumadian,32.97944,114.02944,CN,CHN,China,Beijing,720000,Asia/Shanghai
1783920,Zhujiajiao,31.10757,121.05696,CN,CHN,China,Beijing,60000,Asia/Shanghai
1783934,Shangqiu,34.45,115.65,CN,CHN,China,Beijing,181218,Asia/Shanghai
1783940,Zhuji,29.71877,120.24233,CN,CHN,China,Beijing,110721,Asia/Shanghai
1783988,Mizhou,35.99472,119.3975,CN,CHN,China,Beijing,109968,Asia/Shanghai
1784055,Zhuanghe,39.70083,122.99111,CN,CHN,China,Beijing,80384,Asia/Shanghai
1784074,Zhouzhuang,31.11788,120.84427,CN,CHN,China,Beijing,22000,Asia/Shanghai
1784130,Zhoukou,33.63333,114.63333,CN,CHN,China,Beijing,377061,Asia/Shanghai
1784178,Zhoucun,36.81667,117.81667,CN,CHN,China,Beijing,122402,Asia/Shanghai
1784185,Yuxi,24.355,102.54222,CN,CHN,China,Beijing,103829,Asia/Shanghai
1784253,Zhongxing,33.70389,118.67917,CN,CHN,China,Beijing,57338,Asia/Shanghai
1784310,Zhongshu,24.51667,103.76667,CN,CHN,China,Beijing,91750,Asia/Shanghai
1784553,Zhicheng,31.0054,119.90488,CN,CHN,China,Beijing,63753,Asia/Shanghai
1784554,Zhicheng,30.29556,111.50472,CN,CHN,China,Beijing,159383,Asia/Shanghai
1784580,Zhenzhou,32.28034,119.16999,CN,CHN,China,Beijing,176006,Asia/Shanghai
1784642,Zhenjiang,32.21086,119.45508,CN,CHN,China,Beijing,632552,Asia/Shanghai
1784647,Zhaobaoshan,29.9695,121.68753,CN,CHN,China,Beijing,61979,Asia/Shanghai
1784658,Zhengzhou,34.75778,113.64861,CN,CHN,China,Beijing,4253913,Asia/Shanghai
1784820,Xinghua,32.93917,119.83417,CN,CHN,China,Beijing,105918,Asia/Shanghai
1784841,Zhaotong,27.31667,103.71667,CN,CHN,China,Beijing,109400,Asia/Shanghai
1784853,Zhaoqing,23.05116,112.45972,CN,CHN,China,Beijing,361969,Asia/Shanghai
1784929,Zhaogezhuang,39.76538,118.41191,CN,CHN,China,Beijing,86555,Asia/Shanghai
1784953,Luofeng,37.36497,120.40997,CN,CHN,China,Beijing,100774,Asia/Shanghai
1784990,Zhanjiang,21.28145,110.34271,CN,CHN,China,Beijing,637790,Asia/Urumqi
1785018,Zhangzhou,24.51333,117.65556,CN,CHN,China,Beijing,589831,Asia/Shanghai
1785036,Zhangye,38.93417,100.45167,CN,CHN,China,Beijing,96228,Asia/Shanghai
1785286,Zibo,36.79056,118.06333,CN,CHN,China,Beijing,3129228,Asia/Shanghai
1785294,Anyang,36.096,114.38278,CN,CHN,China,Beijing,781129,Asia/Shanghai
1785453,Zaozhuang,34.86472,117.55417,CN,CHN,China,Beijing,183665,Asia/Shanghai
1785462,Zaoyang,32.12722,112.75417,CN,CHN,China,Beijing,184509,Asia/Shanghai
1785545,Yuyao,30.05,121.14944,CN,CHN,China,Beijing,114177,Asia/Shanghai
1785566,Yingchuan,34.16278,113.46389,CN,CHN,China,Beijing,87961,Asia/Shanghai
1785572,Yuxia,34.06153,108.62905,CN,CHN,China,Beijing,60206,Asia/Shanghai
1785623,Kunshan,31.37762,120.95431,CN,CHN,China,Beijing,107986,Asia/Shanghai
1785655,Yunyang,33.44743,112.71422,CN,CHN,China,Beijing,73922,Asia/Shanghai
1785698,Yunmeng Chengguanzhen,31.06251,113.76545,CN,CHN,China,Beijing,64390,Asia/Shanghai
1785710,Jinghong,21.99102,100.73409,CN,CHN,China,Beijing,62105,Asia/Shanghai
1785716,Pizhou,34.31139,117.95028,CN,CHN,China,Beijing,82641,Asia/Shanghai
1785725,Yunfu,22.92833,112.03954,CN,CHN,China,Beijing,2612800,Asia/Shanghai
1785738,Yuncheng,35.02306,110.99278,CN,CHN,China,Beijing,201950,Asia/Shanghai
1785777,Yulinshi,38.29181,109.73753,CN,CHN,China,Beijing,90870,Asia/Shanghai
1785781,Yulin,22.63333,110.15,CN,CHN,China,Beijing,148485,Asia/Shanghai
1785964,Yudong,29.385,106.51944,CN,CHN,China,Beijing,81408,Asia/Shanghai
1785974,Yuci,37.68028,112.73194,CN,CHN,China,Beijing,235929,Asia/Shanghai
1785980,Yucheng,34.92889,116.46528,CN,CHN,China,Beijing,62365,Asia/Shanghai
1786060,Yuanping,38.71528,112.7575,CN,CHN,China,Beijing,82883,Asia/Shanghai
1786067,Qianjiang,30.421,112.8919,CN,CHN,China,Beijing,179079,Asia/Shanghai
1786112,Heyuan,23.73333,114.68333,CN,CHN,China,Beijing,93718,Asia/Shanghai
1786357,Yongfeng,27.42829,112.18338,CN,CHN,China,Beijing,70783,Asia/Shanghai
1786378,Yongchuan,29.35376,105.89392,CN,CHN,China,Beijing,94465,Asia/Shanghai
1786455,Yishui,35.78472,118.62806,CN,CHN,China,Beijing,94115,Asia/Shanghai
1786546,Zhongxiang,31.16611,112.58306,CN,CHN,China,Beijing,108883,Asia/Shanghai
1786587,Yingshang Chengguanzhen,32.62945,116.27013,CN,CHN,China,Beijing,61771,Asia/Shanghai
1786640,Chengzhong,30.94454,113.55284,CN,CHN,China,Beijing,265886,Asia/Shanghai
1786657,Yinchuan,38.46806,106.27306,CN,CHN,China,Beijing,475101,Asia/Shanghai
1786676,Yima,34.73806,111.88389,CN,CHN,China,Beijing,82509,Asia/Shanghai
1786720,Yigou,35.81139,114.31667,CN,CHN,China,Beijing,59073,Asia/Shanghai
1786731,Qingzhou,36.69667,118.47972,CN,CHN,China,Beijing,117056,Asia/Shanghai
1786746,Yichun,27.83333,114.4,CN,CHN,China,Beijing,152169,Asia/Shanghai
1786759,Yicheng,31.70472,112.25611,CN,CHN,China,Beijing,61027,Asia/Shanghai
1786760,Yicheng,31.36059,119.82016,CN,CHN,China,Beijing,95530,Asia/Shanghai
1786764,Yichang,30.71444,111.28472,CN,CHN,China,Beijing,476725,Asia/Shanghai
1786770,Yibin,28.76667,104.62383,CN,CHN,China,Beijing,242111,Asia/Shanghai
1786855,Yatou,37.1566,122.43762,CN,CHN,China,Beijing,91517,Asia/Shanghai
1786867,Yashan,22.1975,109.94194,CN,CHN,China,Beijing,56629,Asia/Shanghai
1787031,Yanzhou,35.55278,116.82861,CN,CHN,China,Beijing,77276,Asia/Shanghai
1787093,Yantai,37.47649,121.44081,CN,CHN,China,Beijing,719332,Asia/Shanghai
1787144,Yanliang,34.65918,109.22921,CN,CHN,China,Beijing,60891,Asia/Shanghai
1787227,Yangzhou,32.39722,119.43583,CN,CHN,China,Beijing,539715,Asia/Shanghai
1787323,Yangshuo,24.78081,110.48967,CN,CHN,China,Beijing,300000,Asia/Shanghai
1787331,Zhangjiagang,31.865,120.53889,CN,CHN,China,Beijing,66039,Asia/Shanghai
1787351,Yangquan,37.8575,113.56333,CN,CHN,China,Beijing,413394,Asia/Shanghai
1787437,Yangliuqing,39.1375,116.99972,CN,CHN,China,Beijing,76387,Asia/Shanghai
1787601,Yanggu,36.11056,115.77528,CN,CHN,China,Beijing,74725,Asia/Shanghai
1787646,Yangcun,39.36389,117.06028,CN,CHN,China,Beijing,63756,Asia/Shanghai
1787746,Yancheng,33.3575,120.1573,CN,CHN,China,Beijing,628441,Asia/Shanghai
1787824,Tongshan,34.18045,117.15707,CN,CHN,China,Beijing,1199193,Asia/Shanghai
1787837,Xucheng,20.32917,110.16712,CN,CHN,China,Beijing,83267,Asia/Urumqi
1787858,Shangrao,28.45179,117.94287,CN,CHN,China,Beijing,318769,Asia/Shanghai
1787901,Xunchang,28.45433,104.71498,CN,CHN,China,Beijing,64580,Asia/Shanghai
1788046,Jiangguanchi,34.12821,113.80681,CN,CHN,China,Beijing,449258,Asia/Shanghai
1788081,Xuanzhou,30.9525,118.75528,CN,CHN,China,Beijing,127758,Asia/Shanghai
1788206,Xixiang,35.16278,112.865,CN,CHN,China,Beijing,60745,Asia/Shanghai
1788245,Xiuying,20.00073,110.29359,CN,CHN,China,Beijing,290000,Asia/Shanghai
1788268,Xiulin,29.71667,112.4,CN,CHN,China,Beijing,122411,Asia/Shanghai
1788402,Xiongzhou,25.11667,114.3,CN,CHN,China,Beijing,79050,Asia/Shanghai
1788406,Guixi,28.28857,117.21329,CN,CHN,China,Beijing,73732,Asia/Shanghai
1788450,Xinzhou,38.40917,112.73333,CN,CHN,China,Beijing,154003,Asia/Shanghai
1788452,Xinzhou,30.86667,114.8,CN,CHN,China,Beijing,78767,Asia/Shanghai
1788462,Xinzhi,36.49889,111.70472,CN,CHN,China,Beijing,72303,Asia/Shanghai
1788508,Xinyu,27.80429,114.93335,CN,CHN,China,Beijing,97480,Asia/Shanghai
1788522,Hancheng,32.51861,112.35222,CN,CHN,China,Beijing,61633,Asia/Shanghai
1788534,Xinyang,32.12278,114.06556,CN,CHN,China,Beijing,1590668,Asia/Shanghai
1788572,Nangandao,35.19033,113.80151,CN,CHN,China,Beijing,743601,Asia/Shanghai
1788618,Xintai,35.90056,117.75194,CN,CHN,China,Beijing,222459,Asia/Shanghai
1788638,Xinshi,31.04704,113.14098,CN,CHN,China,Beijing,98422,Asia/Shanghai
1788694,Xinpu,34.59972,119.15944,CN,CHN,China,Beijing,392444,Asia/Shanghai
1788816,Xinji,37.90278,115.20361,CN,CHN,China,Beijing,145911,Asia/Shanghai
1788852,Xining,36.62554,101.75739,CN,CHN,China,Beijing,767531,Asia/Shanghai
1788869,Shangmei,27.74278,111.29556,CN,CHN,China,Beijing,75233,Asia/Shanghai
1788927,Xingtai,37.06306,114.49417,CN,CHN,China,Beijing,611739,Asia/Shanghai
1789065,Ankang,32.68,109.01722,CN,CHN,China,Beijing,132654,Asia/Shanghai
1789118,Xindian,36.7975,118.29444,CN,CHN,China,Beijing,82555,Asia/Shanghai
1789137,Xindi,29.81667,113.46667,CN,CHN,China,Beijing,175761,Asia/Shanghai
1789176,Feicheng,36.24861,116.76583,CN,CHN,China,Beijing,77606,Asia/Shanghai
1789273,Sanshui,23.15486,112.89161,CN,CHN,China,Beijing,153714,Asia/Shanghai
1789289,Ximei,24.98773,118.3858,CN,CHN,China,Beijing,94326,Asia/Shanghai
1789427,Wacheng,33.78333,114.51667,CN,CHN,China,Beijing,66848,Asia/Shanghai
1789462,Xihe,31.68635,113.46585,CN,CHN,China,Beijing,90422,Asia/Shanghai
1789647,Xichang,27.89642,102.26341,CN,CHN,China,Beijing,126787,Asia/Shanghai
1789693,Xiazhuang,34.91611,118.63889,CN,CHN,China,Beijing,63285,Asia/Shanghai
1789703,Xiazhen,34.80222,117.11167,CN,CHN,China,Beijing,125667,Asia/Shanghai
1789799,Xiashi,30.53629,120.68638,CN,CHN,China,Beijing,70171,Asia/Shanghai
1789897,Zijinglu,34.76,112.97139,CN,CHN,China,Beijing,56033,Asia/Shanghai
1789945,Xiaoweizhai,26.19028,107.5125,CN,CHN,China,Beijing,58913,Asia/Shanghai
1789998,Xiaoshan,30.16746,120.25883,CN,CHN,China,Beijing,95234,Asia/Shanghai
1790100,Xiaolingwei,32.03244,118.854,CN,CHN,China,Beijing,66031,Asia/Shanghai
1790254,Xiaogan,30.92689,113.92221,CN,CHN,China,Beijing,160437,Asia/Shanghai
1790353,Xianyang,34.33778,108.70261,CN,CHN,China,Beijing,1034081,Asia/Shanghai
1790371,Xiantao,30.3708,113.44294,CN,CHN,China,Beijing,239406,Asia/Shanghai
1790379,Xianshuigu,38.985,117.38278,CN,CHN,China,Beijing,74028,Asia/Shanghai
1790392,Xiannu,32.42806,119.56048,CN,CHN,China,Beijing,83936,Asia/Shanghai
1790396,Xianning,29.84347,114.32201,CN,CHN,China,Beijing,179494,Asia/Shanghai
1790413,Xianju,28.8547,120.73168,CN,CHN,China,Beijing,61532,Asia/Shanghai
1790437,Zhuhai,22.27694,113.56778,CN,CHN,China,Beijing,501199,Asia/Shanghai
1790451,Wenxing,28.68208,112.87864,CN,CHN,China,Beijing,57117,Asia/Shanghai
1790471,Xiangxiang,27.73333,112.53333,CN,CHN,China,Beijing,87592,Asia/Shanghai
1790492,Xiangtan,27.85,112.9,CN,CHN,China,Beijing,674189,Asia/Shanghai
1790587,Xiangyang,32.0422,112.14479,CN,CHN,China,Beijing,462956,Asia/Shanghai
1790601,Xiangcheng Chengguanzhen,33.84703,113.4778,CN,CHN,China,Beijing,65833,Asia/Shanghai
1790630,Xi'an,34.25833,108.92861,CN,CHN,China,Beijing,6501190,Asia/Shanghai
1790645,Xiamen,24.47979,118.08187,CN,CHN,China,Beijing,3531347,Asia/Shanghai
1790840,Wuzhou,23.48333,111.31667,CN,CHN,China,Beijing,265846,Asia/Shanghai
1790885,Wuyang,31.9925,116.24722,CN,CHN,China,Beijing,79070,Asia/Shanghai
1790894,Wuxue,29.85058,115.5525,CN,CHN,China,Beijing,220661,Asia/Shanghai
1790923,Wuxi,31.56887,120.28857,CN,CHN,China,Beijing,3543719,Asia/Shanghai
1791056,Dongyang,29.26778,120.22528,CN,CHN,China,Beijing,130387,Asia/Shanghai
1791121,Changde,29.04638,111.6783,CN,CHN,China,Beijing,517780,Asia/Shanghai
1791236,Wuhu,31.33728,118.37351,CN,CHN,China,Beijing,507524,Asia/Shanghai
1791247,Wuhan,30.58333,114.26667,CN,CHN,China,Beijing,9785388,Asia/Shanghai
1791249,Wuhai,39.68442,106.81583,CN,CHN,China,Beijing,218427,Asia/Shanghai
1791325,Wuda,39.49944,106.71167,CN,CHN,China,Beijing,129922,Asia/Shanghai
1791347,Wucheng,29.60077,118.17495,CN,CHN,China,Beijing,60212,Asia/Shanghai
1791388,Wenzhou,27.99942,120.66682,CN,CHN,China,Beijing,865672,Asia/Shanghai
1791428,Wenshang,35.7275,116.49611,CN,CHN,China,Beijing,59455,Asia/Shanghai
1791464,Wenling,28.37524,121.38416,CN,CHN,China,Beijing,67433,Asia/Shanghai
1791536,Tianfu,37.19723,122.05228,CN,CHN,China,Beijing,115370,Asia/Shanghai
1791636,Weinan,34.50355,109.50891,CN,CHN,China,Beijing,172321,Asia/Shanghai
1791673,Weihai,37.50914,122.11356,CN,CHN,China,Beijing,152595,Asia/Shanghai
1791681,Weifang,36.71,119.10194,CN,CHN,China,Beijing,394732,Asia/Shanghai
1791748,Wanxian,30.81544,108.37089,CN,CHN,China,Beijing,188980,Asia/Shanghai
1791779,Wanning,18.79931,110.3841,CN,CHN,China,Beijing,64954,Asia/Shanghai
1792087,Yinzhu,35.87861,119.97528,CN,CHN,China,Beijing,75656,Asia/Shanghai
1792260,Wafangdian,39.61833,122.00806,CN,CHN,China,Beijing,250591,Asia/Shanghai
1792359,Huangshan,29.71139,118.3125,CN,CHN,China,Beijing,77000,Asia/Shanghai
1792516,Loushanguan,28.1368,106.822,CN,CHN,China,Beijing,80344,Asia/Shanghai
1792520,Tongzhou,39.90395,116.66183,CN,CHN,China,Beijing,163326,Asia/Shanghai
1792585,Fuding,27.32734,120.21399,CN,CHN,China,Beijing,63250,Asia/Shanghai
1792592,Tongren,27.71722,109.18528,CN,CHN,China,Beijing,90593,Asia/Shanghai
1792621,Wusong,30.95,117.78333,CN,CHN,China,Beijing,312588,Asia/Shanghai
1792692,Tongchuan,31.09407,105.08731,CN,CHN,China,Beijing,58346,Asia/Shanghai
1792892,Tianshui,34.57952,105.74238,CN,CHN,China,Beijing,3500000,Asia/Shanghai
1792916,Tianpeng,30.98664,103.93933,CN,CHN,China,Beijing,60797,Asia/Shanghai
1792947,Tianjin,39.14222,117.17667,CN,CHN,China,Beijing,11090314,Asia/Shanghai
1793036,Chengtangcun,35.08357,117.19071,CN,CHN,China,Beijing,105456,Asia/Shanghai
1793089,Taozhuang,34.85,117.33333,CN,CHN,China,Beijing,60137,Asia/Shanghai
1793230,Tantou,26.03033,119.59739,CN,CHN,China,Beijing,69050,Asia/Shanghai
1793286,Tangzhai,34.43278,116.59111,CN,CHN,China,Beijing,67936,Asia/Shanghai
1793346,Tangshan,39.63333,118.18333,CN,CHN,China,Beijing,3372102,Asia/Shanghai
1793364,Tangping,22.03177,111.93537,CN,CHN,China,Beijing,81729,Asia/Shanghai
1793385,Tangjiazhuang,39.74326,118.45099,CN,CHN,China,Beijing,79489,Asia/Shanghai
1793419,Binhe,32.68833,112.8275,CN,CHN,China,Beijing,68514,Asia/Shanghai
1793424,Tanggu,39.02111,117.64694,CN,CHN,China,Beijing,535298,Asia/Shanghai
1793505,Taizhou,32.49069,119.90812,CN,CHN,China,Beijing,612356,Asia/Shanghai
1793511,Taiyuan,37.86944,112.56028,CN,CHN,China,Beijing,3426519,Asia/Shanghai
1793533,Taixing,32.16667,120.01361,CN,CHN,China,Beijing,79655,Asia/Shanghai
1793700,Taishan,22.25135,112.7799,CN,CHN,China,Beijing,145440,Asia/Shanghai
1793724,Tai'an,36.18528,117.12,CN,CHN,China,Beijing,5499000,Asia/Shanghai
1793743,Suzhou,33.63611,116.97889,CN,CHN,China,Beijing,205130,Asia/Shanghai
1793774,Suozhen,36.95389,118.10472,CN,CHN,China,Beijing,58766,Asia/Shanghai
1793879,Suizhou,31.71111,113.36306,CN,CHN,China,Beijing,323945,Asia/Shanghai
1793889,Suixi,33.89067,116.77473,CN,CHN,China,Beijing,74172,Asia/Shanghai
1793899,Suicheng,33.8963,117.93307,CN,CHN,China,Beijing,61430,Asia/Shanghai
1793900,Suining,30.50802,105.57332,CN,CHN,China,Beijing,124924,Asia/Shanghai
1794035,Songjiang,31.03595,121.2146,CN,CHN,China,Beijing,130218,Asia/Shanghai
1794140,Sishui,35.64889,117.27583,CN,CHN,China,Beijing,90175,Asia/Shanghai
1794479,Laixi,36.85917,120.52694,CN,CHN,China,Beijing,75849,Asia/Shanghai
1794794,Shouguang,36.88,118.7375,CN,CHN,China,Beijing,79212,Asia/Shanghai
1794806,Shizuishan,39.23333,106.76944,CN,CHN,China,Beijing,136570,Asia/Shanghai
1794825,Shizilu,35.17111,118.82889,CN,CHN,China,Beijing,86749,Asia/Shanghai
1794903,Shiyan,32.6475,110.77806,CN,CHN,China,Beijing,3460000,Asia/Shanghai
1794904,Shiyan,32.56667,110.78333,CN,CHN,China,Beijing,408055,Asia/Shanghai
1794947,Shiwan,23.00107,113.077,CN,CHN,China,Beijing,82031,Asia/Shanghai
1794971,Shitanjing,39.23417,106.34389,CN,CHN,China,Beijing,78765,Asia/Shanghai
1795055,Shiqiao,22.9464,113.35769,CN,CHN,China,Beijing,135308,Asia/Shanghai
1795060,Shiqi,22.51682,113.38521,CN,CHN,China,Beijing,342306,Asia/Shanghai
1795166,Shima,24.44647,117.81216,CN,CHN,China,Beijing,68375,Asia/Shanghai
1795184,Shilong,23.11444,113.84722,CN,CHN,China,Beijing,109733,Asia/Shanghai
1795196,Tongchuanshi,35.07474,109.08495,CN,CHN,China,Beijing,223603,Asia/Shanghai
1795270,Shijiazhuang,38.04139,114.47861,CN,CHN,China,Beijing,2834942,Asia/Shanghai
1795565,Shenzhen,22.54554,114.0683,CN,CHN,China,Beijing,10358381,Asia/Shanghai
1795579,Yanta,36.24111,115.66722,CN,CHN,China,Beijing,79196,Asia/Shanghai
1795632,Shenjiamen,29.95763,122.29802,CN,CHN,China,Beijing,95433,Asia/Shanghai
1795816,Shashi,30.30722,112.24472,CN,CHN,China,Beijing,498780,Asia/Shanghai
1795842,Shaping,22.77019,112.95776,CN,CHN,China,Beijing,107589,Asia/Shanghai
1795855,Shaoxing,30.00237,120.57864,CN,CHN,China,Beijing,421283,Asia/Shanghai
1795857,Shaowu,27.34089,117.4831,CN,CHN,China,Beijing,112585,Asia/Shanghai
1795874,Shaoguan,24.8,113.58333,CN,CHN,China,Beijing,628749,Asia/Shanghai
1795919,Shancheng,34.79528,116.08167,CN,CHN,China,Beijing,74459,Asia/Shanghai
1795928,Shanwei,22.78199,115.3475,CN,CHN,China,Beijing,165699,Asia/Shanghai
1795940,Shantou,23.36814,116.71479,CN,CHN,China,Beijing,5329024,Asia/Shanghai
1795941,Shanting,35.07528,117.45778,CN,CHN,China,Beijing,80843,Asia/Shanghai
1796236,Shanghai,31.22222,121.45806,CN,CHN,China,Beijing,22315474,Asia/Shanghai
1796421,Shahecheng,36.93833,114.50583,CN,CHN,China,Beijing,125132,Asia/Shanghai
1796556,Sanya,18.24306,109.505,CN,CHN,China,Beijing,144753,Asia/Shanghai
1796663,Sanming,26.24861,117.61861,CN,CHN,China,Beijing,209444,Asia/Shanghai
1797038,Runing,33.00111,114.35417,CN,CHN,China,Beijing,60202,Asia/Shanghai
1797120,Fuqing,25.725,119.37944,CN,CHN,China,Beijing,67397,Asia/Shanghai
1797121,Jieyang,23.5418,116.36581,CN,CHN,China,Beijing,1001985,Asia/Shanghai
1797132,Rizhao,35.4275,119.45528,CN,CHN,China,Beijing,246387,Asia/Shanghai
1797181,Renqiu,38.69889,116.09361,CN,CHN,China,Beijing,98569,Asia/Shanghai
1797264,Quzhou,28.95944,118.86861,CN,CHN,China,Beijing,82216,Asia/Shanghai
1797318,Qujing,25.48333,103.78333,CN,CHN,China,Beijing,146015,Asia/Shanghai
1797333,Qufu,35.59667,116.99111,CN,CHN,China,Beijing,85144,Asia/Shanghai
1797353,Quanzhou,24.91389,118.58583,CN,CHN,China,Beijing,184143,Asia/Shanghai
1797417,Wuxi,26.5844,111.859,CN,CHN,China,Beijing,66442,Asia/Shanghai
1797438,Zhuangyuan,37.30553,120.82747,CN,CHN,China,Beijing,79106,Asia/Shanghai
1797535,Qiongshan,20.00583,110.35417,CN,CHN,China,Beijing,87657,Asia/Shanghai
1797543,Qionghu,28.84061,112.37399,CN,CHN,China,Beijing,66145,Asia/Shanghai
1797551,Qinzhou,21.97296,108.62612,CN,CHN,China,Beijing,100996,Asia/Shanghai
1797575,Qinnan,33.25306,119.91333,CN,CHN,China,Beijing,55975,Asia/Shanghai
1797595,Qinhuangdao,39.93167,119.58833,CN,CHN,China,Beijing,759718,Asia/Shanghai
1797658,Jinjiang,24.81978,118.57415,CN,CHN,China,Beijing,89623,Asia/Shanghai
1797793,Qingquan,30.45113,115.25593,CN,CHN,China,Beijing,76154,Asia/Shanghai
1797873,Huai'an,33.58861,119.01917,CN,CHN,China,Beijing,555230,Asia/Shanghai
1797929,Qingdao,36.06605,120.36939,CN,CHN,China,Beijing,3718835,Asia/Shanghai
1797945,Qingyuan,23.7,113.03333,CN,CHN,China,Beijing,151287,Asia/Shanghai
1798082,Hongqiao,26.76837,112.10814,CN,CHN,China,Beijing,58287,Asia/Shanghai
1798422,Puyang Chengguanzhen,35.70506,115.01409,CN,CHN,China,Beijing,666322,Asia/Shanghai
1798425,Puyang,29.45679,119.88872,CN,CHN,China,Beijing,3590000,Asia/Shanghai
1798449,Putian,25.43944,119.01028,CN,CHN,China,Beijing,376558,Asia/Shanghai
1798473,Puqi,29.71667,113.88333,CN,CHN,China,Beijing,132891,Asia/Shanghai
1798480,Pumiao,22.75867,108.48111,CN,CHN,China,Beijing,61690,Asia/Shanghai
1798490,Pulandian,39.39528,121.96694,CN,CHN,China,Beijing,104277,Asia/Shanghai
1798548,Poyang,28.99242,116.66754,CN,CHN,China,Beijing,70787,Asia/Shanghai
1798632,Pingyin,36.28306,116.44528,CN,CHN,China,Beijing,62050,Asia/Shanghai
